Date,Region,HIV_Rate,AIDS_Rate
2024-08,Закарпатська,0.8,0.3
2024-08,Запорізька,1.1,0.1
2024-08,Івано-Франківська,0.7,0.1
2024-08,Київська,2.2,0.5
2024-08,Кіровоградська,2.5,0.6
2024-08,Луганська,0.0,0.0
2024-08,Львівська,0.9,0.2
2024-08,Миколаївська,2.7,1.0
2024-08,Одеська,3.5,1.8
2024-08,Полтавська,1.6,0.5
2024-08,Рівненська,1.3,0.4
2024-08,Сумська,1.6,0.5
2024-08,Тернопільська,0.7,0.3
2024-08,Харківська,1.7,0.7
2024-08,Херсонська,1.4,0.2
2024-08,Хмельницька,1.3,0.6
2024-08,Черкаська,2.0,1.1
2024-08,Чернівецька,0.9,0.3
2024-08,Чернігівська,2.2,0.5
2024-08,Київ,2.3,0.2
2024-09,Вінницька,1.8,0.5
2024-09,Волинська,2.1,0.9
2024-09,Дніпропетровська,5.3,1.4
2024-09,Донецька,0.2,0.0
2024-09,Житомирська,2.4,1.2
2024-09,Закарпатська,0.6,0.2
2024-09,Запорізька,1.0,0.4
2024-09,Івано-Франківська,0.9,0.1
2024-09,Київська,2.9,0.8
2024-09,Кіровоградська,3.2,0.9
2024-09,Луганська,0.0,0.0
2024-09,Львівська,0.9,0.2
2024-09,Миколаївська,2.2,1.0
2024-09,Одеська,3.7,1.8
2024-09,Полтавська,1.6,0.1
2024-09,Рівненська,0.9,0.1
2024-09,Сумська,1.5,0.5
2024-09,Тернопільська,0.9,0.3
2024-09,Харківська,1.4,0.5
2024-09,Херсонська,0.9,0.1
2024-09,Хмельницька,1.2,1.3
2024-09,Черкаська,1.6,0.3
2024-09,Чернівецька,0.1,0.1
2024-09,Чернігівська,2.6,0.3
2024-09,Київ,2.7,0.5
2024-10,Вінницька,1.9,0.8
2024-10,Волинська,1.4,0.7
2024-10,Дніпропетровська,4.2,1.1
2024-10,Донецька,0.4,0.0
2024-10,Житомирська,2.0,0.4
2024-10,Закарпатська,0.6,0.6
2024-10,Запорізька,1.1,0.2
2024-10,Івано-Франківська,1.0,0.2
2024-10,Київська,1.4,0.3
2024-10,Кіровоградська,2.5,0.9
2024-10,Луганська,0.0,0.0
2024-10,Львівська,1.5,0.4
2024-10,Миколаївська,2.6,0.8
2024-10,Одеська,5.2,2.4
2024-10,Полтавська,1.4,0.1
2024-10,Рівненська,1.2,0.4
2024-10,Сумська,1.4,0.2
2024-10,Тернопільська,0.6,0.1
2024-10,Харківська,2.0,0.7
2024-10,Херсонська,0.6,0.1
2024-10,Хмельницька,1.3,0.2
2024-10,Черкаська,2.6,0.2
2024-10,Чернівецька,1.1,0.1
2024-10,Чернігівська,2.6,0.7
2024-10,Київ,2.1,0.2
2024-11,Вінницька,2.0,0.6
2024-11,Волинська,1.2,0.3
2024-11,Дніпропетровська,3.9,1.6
2024-11,Донецька,0.2,0.1
2024-11,Житомирська,2.0,1.4
2024-11,Закарпатська,0.2,0.0
2024-11,Запорізька,0.9,0.1
2024-11,Івано-Франківська,0.7,0.1
2024-11,Київська,1.8,0.7
2024-11,Кіровоградська,3.2,0.7
2024-11,Луганська,0.0,0.0
2024-11,Львівська,1.3,0.6
2024-11,Миколаївська,1.5,0.5
2024-11,Одеська,3.8,2.2
2024-11,Полтавська,2.2,0.4
2024-11,Рівненська,1.1,0.3
2024-11,Сумська,1.4,0.3
2024-11,Тернопільська,0.6,0.4
2024-11,Харківська,1.3,0.7
2024-11,Херсонська,0.4,0.0
2024-11,Хмельницька,0.8,0.2
2024-11,Черкаська,1.6,0.3
2024-11,Чернівецька,0.2,0.2
2024-11,Чернігівська,2.3,0.5
2024-11,Київ,1.8,0.5
2024-12,Вінницька,1.3,0.9
2024-12,Волинська,1.0,0.2
2024-12,Дніпропетровська,4.5,1.9
2024-12,Донецька,0.2,0.2
2024-12,Житомирська,2.0,1.0
2024-12,Закарпатська,0.8,0.3
2024-12,Запорізька,0.9,0.4
2024-12,Івано-Франківська,1.0,0.0
2024-12,Київська,3.7,3.6
2024-12,Кіровоградська,2.9,0.9
2024-12,Луганська,0.0,0.0
2024-12,Львівська,1.1,0.2
2024-12,Миколаївська,3.8,1.2
2024-12,Одеська,6.0,4.3
2024-12,Полтавська,1.6,0.1
2024-12,Рівненська,1.3,0.7
2024-12,Сумська,2.1,0.9
2024-12,Тернопільська,0.4,0.1
2024-12,Харківська,3.8,1.2
2024-12,Херсонська,0.9,0.3
2024-12,Хмельницька,1.3,0.7
2024-12,Черкаська,1.6,0.3
2024-12,Чернівецька,1.0,0.2
2024-12,Чернігівська,2.3,0.6
2024-12,Київ,2.0,0.2
