Date,Region,New_HIV_Cases,HIV_Rate,New_AIDS_Cases,AIDS_Rate,AIDS_Deaths,Death_Rate,Sexual_Transmission,Heterosexual,Homosexual,Parenteral_Transmission,Other_Transmission,Children_HIV+
2014-01,Україна,1940.0,4.3,872.0,1.9,274.0,0.6,1124.0,1105.0,19.0,482.0,16.0,318.0
2014-01,Крим,104.0,5.3,33.0,1.7,12.0,0.6,,,,,,
2014-01,Вінницька,28.0,1.7,26.0,1.6,4.0,0.2,,,,,,
2014-01,Волинська,9.0,0.9,8.0,0.8,0.0,0.0,,,,,,
2014-01,Дніпропетровська,239.0,7.2,156.0,4.7,76.0,2.3,,,,,,
2014-01,Донецька,609.0,14.0,202.0,4.6,54.0,1.2,,,,,,
2014-01,Житомирська,27.0,2.1,15.0,1.2,8.0,0.6,,,,,,
2014-01,Закарпатська,2.0,0.2,2.0,0.2,0.0,0.0,,,,,,
2014-01,Запорізька,34.0,1.9,31.0,1.7,8.0,0.4,,,,,,
2014-01,Івано-Франківська,7.0,0.5,15.0,1.1,3.0,0.2,,,,,,
2014-01,Київська,52.0,3.0,0.0,0.0,2.0,0.1,,,,,,
2014-01,Кіровоградська,31.0,3.1,8.0,0.8,5.0,0.5,,,,,,
2014-01,Луганська,74.0,3.3,28.0,1.2,13.0,0.6,,,,,,
2014-01,Львівська,36.0,1.4,10.0,0.4,1.0,0.0,,,,,,
2014-01,Миколаївська,114.0,9.7,69.0,5.9,19.0,1.6,,,,,,
2014-01,Одеська,155.0,6.5,83.0,3.5,25.0,1.0,,,,,,
2014-01,Полтавська,30.0,2.0,18.0,1.2,10.0,0.7,,,,,,
2014-01,Рівненська,16.0,1.4,5.0,0.4,0.0,0.0,,,,,,
2014-01,Сумська,10.0,0.9,7.0,0.6,1.0,0.1,,,,,,
2014-01,Тернопільська,8.0,0.7,3.0,0.3,0.0,0.0,,,,,,
2014-01,Харківська,52.0,1.9,23.0,0.8,0.0,0.0,,,,,,
2014-01,Херсонська,49.0,4.6,15.0,1.4,3.0,0.3,,,,,,
2014-01,Хмельницька,25.0,1.9,12.0,0.9,4.0,0.3,,,,,,
2014-01,Черкаська,43.0,3.4,37.0,2.9,6.0,0.5,,,,,,
2014-01,Чернівецька,12.0,1.3,1.0,0.1,2.0,0.2,,,,,,
2014-01,Чернігівська,43.0,4.0,16.0,1.5,3.0,0.3,,,,,,
2014-01,Київ,112.0,3.9,37.0,1.3,12.0,0.4,,,,,,
2014-02,Україна,1968.0,4.3,1086.0,2.4,291.0,0.6,1115.0,1095.0,20.0,533.0,11.0,309.0
2014-02,Крим,74.0,3.8,29.0,1.5,4.0,0.2,,,,,,
2014-02,Вінницька,36.0,2.2,16.0,1.0,5.0,0.3,,,,,,
2014-02,Волинська,16.0,1.5,16.0,1.5,4.0,0.4,,,,,,
2014-02,Дніпропетровська,304.0,9.2,169.0,5.1,73.0,2.2,,,,,,
2014-02,Донецька,393.0,9.0,327.0,7.5,64.0,1.5,,,,,,
2014-02,Житомирська,23.0,1.8,10.0,0.8,11.0,0.9,,,,,,
2014-02,Закарпатська,3.0,0.2,3.0,0.2,0.0,0.0,,,,,,
2014-02,Запорізька,75.0,4.2,37.0,2.1,9.0,0.5,,,,,,
2014-02,Івано-Франківська,18.0,1.3,16.0,1.2,2.0,0.1,,,,,,
2014-02,Київська,50.0,2.9,36.0,2.1,5.0,0.3,,,,,,
2014-02,Кіровоградська,37.0,3.7,9.0,0.9,7.0,0.7,,,,,,
2014-02,Луганська,67.0,3.0,23.0,1.0,18.0,0.8,,,,,,
2014-02,Львівська,38.0,1.5,15.0,0.6,1.0,0.0,,,,,,
2014-02,Миколаївська,120.0,10.3,29.0,2.5,13.0,1.1,,,,,,
2014-02,Одеська,203.0,8.5,129.0,5.4,14.0,0.6,,,,,,
2014-02,Полтавська,51.0,3.5,23.0,1.6,10.0,0.7,,,,,,
2014-02,Рівненська,29.0,2.5,8.0,0.7,2.0,0.2,,,,,,
2014-02,Сумська,9.0,0.8,5.0,0.4,1.0,0.1,,,,,,
2014-02,Тернопільська,16.0,1.5,3.0,0.3,3.0,0.3,,,,,,
2014-02,Харківська,47.0,1.7,19.0,0.7,0.0,0.0,,,,,,
2014-02,Херсонська,48.0,4.5,18.0,1.7,4.0,0.4,,,,,,
2014-02,Хмельницька,22.0,1.7,22.0,1.7,3.0,0.2,,,,,,
2014-02,Черкаська,47.0,3.7,28.0,2.2,2.0,0.2,,,,,,
2014-02,Чернівецька,16.0,1.8,6.0,0.7,0.0,0.0,,,,,,
2014-02,Чернігівська,52.0,4.9,20.0,1.9,8.0,0.7,,,,,,
2014-02,Київ,143.0,5.0,59.0,2.1,22.0,0.8,,,,,,
2014-02,м. Севастополь,31.0,8.0,11.0,2.9,6.0,1.6,,,,,,
2014-03,Україна,1926.0,4.2,893.0,2.0,291.0,0.6,1146.0,1124.0,22.0,442.0,8.0,330.0
2014-03,Крим,119.0,6.0,55.0,2.8,3.0,0.2,,,,,,
2014-03,Вінницька,34.0,2.1,15.0,0.9,4.0,0.2,,,,,,
2014-03,Волинська,31.0,3.0,11.0,1.1,3.0,0.3,,,,,,
2014-03,Дніпропетровська,266.0,8.1,142.0,4.3,62.0,1.9,,,,,,
2014-03,Донецька,293.0,6.7,162.0,3.7,44.0,1.0,,,,,,
2014-03,Житомирська,31.0,2.5,12.0,0.9,8.0,0.6,,,,,,
2014-03,Закарпатська,5.0,0.4,2.0,0.2,3.0,0.2,,,,,,
2014-03,Запорізька,38.0,2.1,22.0,1.2,7.0,0.4,,,,,,
2014-03,Івано-Франківська,20.0,1.4,9.0,0.7,2.0,0.1,,,,,,
2014-03,Київська,72.0,4.2,25.0,1.4,6.0,0.3,,,,,,
2014-03,Кіровоградська,28.0,2.8,6.0,0.6,4.0,0.4,,,,,,
2014-03,Луганська,62.0,2.8,24.0,1.1,13.0,0.6,,,,,,
2014-03,Львівська,36.0,1.4,10.0,0.4,2.0,0.1,,,,,,
2014-03,Миколаївська,77.0,6.6,8.0,0.7,13.0,1.1,,,,,,
2014-03,Одеська,334.0,13.9,169.0,7.1,58.0,2.4,,,,,,
2014-03,Полтавська,29.0,2.0,19.0,1.3,11.0,0.8,,,,,,
2014-03,Рівненська,21.0,1.8,11.0,0.9,1.0,0.1,,,,,,
2014-03,Сумська,13.0,1.1,6.0,0.5,0.0,0.0,,,,,,
2014-03,Тернопільська,5.0,0.5,5.0,0.5,2.0,0.2,,,,,,
2014-03,Харківська,49.0,1.8,22.0,0.8,6.0,0.2,,,,,,
2014-03,Херсонська,49.0,4.6,16.0,1.5,1.0,0.1,,,,,,
2014-03,Хмельницька,30.0,2.3,21.0,1.6,8.0,0.6,,,,,,
2014-03,Черкаська,74.0,5.9,30.0,2.4,4.0,0.3,,,,,,
2014-03,Чернівецька,13.0,1.4,4.0,0.4,3.0,0.3,,,,,,
2014-03,Чернігівська,45.0,4.2,24.0,2.2,5.0,0.5,,,,,,
2014-03,Київ,126.0,4.4,50.0,1.7,12.0,0.4,,,,,,
2014-03,м. Севастополь,26.0,6.7,13.0,3.4,6.0,1.6,,,,,,
2014-04,Україна,1850.0,4.1,1003.0,2.2,293.0,0.6,1067.0,1047.0,20.0,423.0,0.0,349.0
2014-04,Вінницька,32.0,2.0,15.0,0.9,2.0,0.1,,,,,,
2014-04,Волинська,23.0,2.2,8.0,0.8,2.0,0.2,,,,,,
2014-04,Дніпропетровська,326.0,9.9,203.0,6.2,77.0,2.3,,,,,,
2014-04,Донецька,379.0,8.7,257.0,5.9,62.0,1.4,,,,,,
2014-04,Житомирська,30.0,2.4,16.0,1.3,8.0,0.6,,,,,,
2014-04,Закарпатська,13.0,1.0,7.0,0.6,0.0,0.0,,,,,,
2014-04,Запорізька,50.0,2.8,28.0,1.6,12.0,0.7,,,,,,
2014-04,Івано-Франківська,12.0,0.9,5.0,0.4,0.0,0.0,,,,,,
2014-04,Київська,82.0,4.8,41.0,2.4,5.0,0.3,,,,,,
2014-04,Кіровоградська,27.0,2.7,12.0,1.2,6.0,0.6,,,,,,
2014-04,Луганська,71.0,3.2,31.0,1.4,12.0,0.5,,,,,,
2014-04,Львівська,39.0,1.5,22.0,0.9,2.0,0.1,,,,,,
2014-04,Миколаївська,121.0,10.4,29.0,2.5,12.0,1.0,,,,,,
2014-04,Одеська,248.0,10.3,189.0,7.9,43.0,1.8,,,,,,
2014-04,Полтавська,41.0,2.8,12.0,0.8,10.0,0.7,,,,,,
2014-04,Рівненська,36.0,3.1,8.0,0.7,7.0,0.6,,,,,,
2014-04,Сумська,9.0,0.8,2.0,0.2,2.0,0.2,,,,,,
2014-04,Тернопільська,10.0,0.9,4.0,0.4,0.0,0.0,,,,,,
2014-04,Харківська,36.0,1.3,11.0,0.4,0.0,0.0,,,,,,
2014-04,Херсонська,30.0,2.8,9.0,0.8,1.0,0.1,,,,,,
2014-04,Хмельницька,34.0,2.6,11.0,0.8,1.0,0.1,,,,,,
2014-04,Черкаська,33.0,2.6,19.0,1.5,6.0,0.5,,,,,,
2014-04,Чернівецька,6.0,0.7,0.0,0.0,1.0,0.1,,,,,,
2014-04,Чернігівська,38.0,3.6,16.0,1.5,7.0,0.7,,,,,,
2014-04,Київ,124.0,4.3,48.0,1.7,15.0,0.5,,,,,,
2014-05,Україна,1561.0,3.4,829.0,1.8,262.0,0.6,907.0,886.0,21.0,343.0,1.0,300.0
2014-05,Вінницька,20.0,1.2,15.0,0.9,3.0,0.2,,,,,,
2014-05,Волинська,18.0,1.7,10.0,1.0,4.0,0.4,,,,,,
2014-05,Дніпропетровська,289.0,8.8,162.0,4.9,78.0,2.4,,,,,,
2014-05,Донецька,223.0,5.1,79.0,1.8,28.0,0.6,,,,,,
2014-05,Житомирська,37.0,2.9,17.0,1.3,4.0,0.3,,,,,,
2014-05,Закарпатська,6.0,0.5,5.0,0.4,0.0,0.0,,,,,,
2014-05,Запорізька,51.0,2.9,40.0,2.3,16.0,0.9,,,,,,
2014-05,Івано-Франківська,19.0,1.4,9.0,0.7,6.0,0.4,,,,,,
2014-05,Київська,60.0,3.5,27.0,1.6,4.0,0.2,,,,,,
2014-05,Кіровоградська,27.0,2.7,3.0,0.3,0.0,0.0,,,,,,
2014-05,Луганська,56.0,2.5,29.0,1.3,13.0,0.6,,,,,,
2014-05,Львівська,24.0,0.9,17.0,0.7,14.0,0.6,,,,,,
2014-05,Миколаївська,120.0,10.3,51.0,4.4,13.0,1.1,,,,,,
2014-05,Одеська,231.0,9.6,192.0,8.0,36.0,1.5,,,,,,
2014-05,Полтавська,36.0,2.5,17.0,1.2,6.0,0.4,,,,,,
2014-05,Рівненська,16.0,1.4,6.0,0.5,4.0,0.3,,,,,,
2014-05,Сумська,10.0,0.9,6.0,0.5,0.0,0.0,,,,,,
2014-05,Тернопільська,10.0,0.9,4.0,0.4,3.0,0.3,,,,,,
2014-05,Харківська,38.0,1.4,25.0,0.9,0.0,0.0,,,,,,
2014-05,Херсонська,39.0,3.6,9.0,0.8,2.0,0.2,,,,,,
2014-05,Хмельницька,29.0,2.2,15.0,1.1,7.0,0.5,,,,,,
2014-05,Черкаська,59.0,4.7,30.0,2.4,3.0,0.2,,,,,,
2014-05,Чернівецька,9.0,1.0,1.0,0.1,0.0,0.0,,,,,,
2014-05,Чернігівська,44.0,4.1,19.0,1.8,5.0,0.5,,,,,,
2014-05,Київ,90.0,3.1,41.0,1.4,13.0,0.5,,,,,,
2014-06,Україна,1521.0,3.4,952.0,2.1,261.0,0.6,852.0,828.0,24.0,361.0,0.0,304.0
2014-06,Вінницька,37.0,2.3,19.0,1.2,5.0,0.3,,,,,,
2014-06,Волинська,26.0,2.5,12.0,1.2,3.0,0.3,,,,,,
2014-06,Дніпропетровська,303.0,9.2,178.0,5.4,57.0,1.7,,,,,,
2014-06,Донецька,203.0,4.7,237.0,5.5,54.0,1.2,,,,,,
2014-06,Житомирська,26.0,2.1,11.0,0.9,4.0,0.3,,,,,,
2014-06,Закарпатська,6.0,0.5,3.0,0.2,0.0,0.0,,,,,,
2014-06,Запорізька,47.0,2.6,39.0,2.2,15.0,0.8,,,,,,
2014-06,Івано-Франківська,21.0,1.5,5.0,0.4,1.0,0.1,,,,,,
2014-06,Київська,67.0,3.9,35.0,2.0,0.0,0.0,,,,,,
2014-06,Кіровоградська,47.0,4.8,15.0,1.5,3.0,0.3,,,,,,
2014-06,Луганська,61.0,2.7,24.0,1.1,9.0,0.4,,,,,,
2014-06,Львівська,44.0,1.7,16.0,0.6,0.0,0.0,,,,,,
2014-06,Миколаївська,45.0,3.8,17.0,1.5,6.0,0.5,,,,,,
2014-06,Одеська,198.0,8.3,193.0,8.1,42.0,1.8,,,,,,
2014-06,Полтавська,26.0,1.8,11.0,0.8,6.0,0.4,,,,,,
2014-06,Рівненська,16.0,1.4,4.0,0.3,1.0,0.1,,,,,,
2014-06,Сумська,22.0,1.9,8.0,0.7,3.0,0.3,,,,,,
2014-06,Тернопільська,8.0,0.7,7.0,0.7,3.0,0.3,,,,,,
2014-06,Харківська,53.0,1.9,25.0,0.9,8.0,0.3,,,,,,
2014-06,Херсонська,47.0,4.4,21.0,2.0,4.0,0.4,,,,,,
2014-06,Хмельницька,11.0,0.8,6.0,0.5,7.0,0.5,,,,,,
2014-06,Черкаська,41.0,3.3,17.0,1.3,5.0,0.4,,,,,,
2014-06,Чернівецька,7.0,0.8,2.0,0.2,2.0,0.2,,,,,,
2014-06,Чернігівська,43.0,4.0,18.0,1.7,5.0,0.5,,,,,,
2014-06,Київ,116.0,4.1,29.0,1.0,18.0,0.6,,,,,,
2014-07,Україна,1363.0,3.2,709.0,1.7,215.0,0.5,763.0,741.0,22.0,329.0,0.0,265.0
2014-07,Вінницька,26.0,1.6,12.0,0.7,0.0,0.0,,,,,,
2014-07,Волинська,19.0,1.8,14.0,1.3,8.0,0.8,,,,,,
2014-07,Дніпропетровська,299.0,9.1,187.0,5.7,64.0,1.9,,,,,,
2014-07,Донецька,,,,,,,,,,,,
2014-07,Житомирська,34.0,2.7,20.0,1.6,4.0,0.3,,,,,,
2014-07,Закарпатська,8.0,0.6,3.0,0.2,0.0,0.0,,,,,,
2014-07,Запорізька,49.0,2.8,28.0,1.6,6.0,0.3,,,,,,
2014-07,Івано-Франківська,14.0,1.0,7.0,0.5,3.0,0.2,,,,,,
2014-07,Київська,63.0,3.7,57.0,3.3,11.0,0.6,,,,,,
2014-07,Кіровоградська,50.0,5.1,10.0,1.0,6.0,0.6,,,,,,
2014-07,Луганська,,,,,,,,,,,,
2014-07,Львівська,29.0,1.2,17.0,0.7,10.0,0.4,,,,,,
2014-07,Миколаївська,129.0,11.0,48.0,4.1,16.0,1.4,,,,,,
2014-07,Одеська,247.0,10.4,115.0,4.8,38.0,1.6,,,,,,
2014-07,Полтавська,33.0,2.3,16.0,1.1,4.0,0.3,,,,,,
2014-07,Рівненська,18.0,1.6,6.0,0.5,0.0,0.0,,,,,,
2014-07,Сумська,19.0,1.7,10.0,0.9,0.0,0.0,,,,,,
2014-07,Тернопільська,7.0,0.7,4.0,0.4,2.0,0.2,,,,,,
2014-07,Харківська,28.0,1.0,14.0,0.5,0.0,0.0,,,,,,
2014-07,Херсонська,37.0,3.4,19.0,1.8,3.0,0.3,,,,,,
2014-07,Хмельницька,28.0,2.1,15.0,1.1,5.0,0.4,,,,,,
2014-07,Черкаська,55.0,4.4,42.0,3.3,12.0,1.0,,,,,,
2014-07,Чернівецька,9.0,1.0,5.0,0.6,3.0,0.3,,,,,,
2014-07,Чернігівська,34.0,3.2,10.0,0.9,3.0,0.3,,,,,,
2014-07,Київ,128.0,4.5,50.0,1.8,17.0,0.6,,,,,,
2014-08,Україна,1614.0,3.6,815.0,1.8,231.0,0.5,949.0,925.0,24.0,360.0,4.0,301.0
2014-08,Вінницька,34.0,2.1,35.0,2.2,3.0,0.2,,,,,,
2014-08,Волинська,28.0,2.7,12.0,1.2,3.0,0.3,,,,,,
2014-08,Дніпропетровська,257.0,7.8,149.0,4.5,47.0,1.4,,,,,,
2014-08,Донецька,377.0,8.7,237.0,5.5,61.0,1.4,,,,,,
2014-08,Житомирська,41.0,3.2,15.0,1.2,6.0,0.5,,,,,,
2014-08,Закарпатська,6.0,0.5,4.0,0.3,3.0,0.2,,,,,,
2014-08,Запорізька,55.0,3.1,33.0,1.9,11.0,0.6,,,,,,
2014-08,Івано-Франківська,19.0,1.4,17.0,1.2,2.0,0.1,,,,,,
2014-08,Київська,39.0,2.3,17.0,1.0,8.0,0.5,,,,,,
2014-08,Кіровоградська,35.0,3.6,13.0,1.3,6.0,0.6,,,,,,
2014-08,Луганська,22.0,1.0,7.0,0.3,8.0,0.4,,,,,,
2014-08,Львівська,46.0,1.8,9.0,0.4,0.0,0.0,,,,,,
2014-08,Миколаївська,103.0,8.8,46.0,3.9,11.0,0.9,,,,,,
2014-08,Одеська,193.0,8.1,97.0,4.1,19.0,0.8,,,,,,
2014-08,Полтавська,44.0,3.0,21.0,1.4,2.0,0.1,,,,,,
2014-08,Рівненська,16.0,1.4,9.0,0.8,0.0,0.0,,,,,,
2014-08,Сумська,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2014-08,Тернопільська,9.0,0.8,2.0,0.2,0.0,0.0,,,,,,
2014-08,Харківська,40.0,1.5,15.0,0.6,0.0,0.0,,,,,,
2014-08,Херсонська,26.0,2.4,3.0,0.3,2.0,0.2,,,,,,
2014-08,Хмельницька,17.0,1.3,5.0,0.4,4.0,0.3,,,,,,
2014-08,Черкаська,66.0,5.2,14.0,1.1,6.0,0.5,,,,,,
2014-08,Чернівецька,9.0,1.0,1.0,0.1,2.0,0.2,,,,,,
2014-08,Чернігівська,46.0,4.3,22.0,2.1,9.0,0.8,,,,,,
2014-08,Київ,86.0,3.1,32.0,1.1,18.0,0.6,,,,,,
2014-09,Україна,1245.0,2.7,657.0,1.4,259.0,0.6,717.0,692.0,25.0,269.0,4.0,255.0
2014-09,Вінницька,33.0,2.0,16.0,1.0,8.0,0.5,,,,,,
2014-09,Волинська,16.0,1.5,14.0,1.3,3.0,0.3,,,,,,
2014-09,Дніпропетровська,264.0,8.0,209.0,6.3,87.0,2.6,,,,,,
2014-09,Донецька,74.0,1.7,75.0,1.7,18.0,0.4,,,,,,
2014-09,Житомирська,33.0,2.6,13.0,1.0,5.0,0.4,,,,,,
2014-09,Закарпатська,7.0,0.6,1.0,0.1,1.0,0.1,,,,,,
2014-09,Запорізька,36.0,2.0,22.0,1.2,19.0,1.1,,,,,,
2014-09,Івано-Франківська,6.0,0.4,3.0,0.2,4.0,0.3,,,,,,
2014-09,Київська,72.0,4.2,28.0,1.6,6.0,0.3,,,,,,
2014-09,Кіровоградська,49.0,5.0,12.0,1.2,2.0,0.2,,,,,,
2014-09,Луганська,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2014-09,Львівська,33.0,1.3,18.0,0.7,1.0,0.0,,,,,,
2014-09,Миколаївська,81.0,6.9,50.0,4.3,6.0,0.5,,,,,,
2014-09,Одеська,140.0,5.9,84.0,3.5,33.0,1.4,,,,,,
2014-09,Полтавська,29.0,2.0,11.0,0.8,11.0,0.8,,,,,,
2014-09,Рівненська,22.0,1.9,6.0,0.5,4.0,0.3,,,,,,
2014-09,Сумська,37.0,3.3,11.0,1.0,2.0,0.2,,,,,,
2014-09,Тернопільська,6.0,0.6,1.0,0.1,1.0,0.1,,,,,,
2014-09,Харківська,58.0,2.1,18.0,0.7,10.0,0.4,,,,,,
2014-09,Херсонська,54.0,5.0,15.0,1.4,4.0,0.4,,,,,,
2014-09,Хмельницька,26.0,2.0,12.0,0.9,4.0,0.3,,,,,,
2014-09,Черкаська,33.0,2.6,11.0,0.9,6.0,0.5,,,,,,
2014-09,Чернівецька,7.0,0.8,0.0,0.0,0.0,0.0,,,,,,
2014-09,Чернігівська,18.0,1.7,6.0,0.6,7.0,0.7,,,,,,
2014-09,Київ,111.0,3.9,21.0,0.7,17.0,0.6,,,,,,
2014-10,Україна,1486.0,3.3,675.0,1.5,276.0,0.6,783.0,762.0,21.0,360.0,4.0,339.0
2014-10,Вінницька,19.0,1.2,7.0,0.4,4.0,0.2,,,,,,
2014-10,Волинська,18.0,1.7,8.0,0.8,4.0,0.4,,,,,,
2014-10,Дніпропетровська,222.0,6.7,186.0,5.6,73.0,2.2,,,,,,
2014-10,Донецька,112.0,2.6,81.0,1.9,64.0,1.5,,,,,,
2014-10,Житомирська,42.0,3.3,18.0,1.4,8.0,0.6,,,,,,
2014-10,Закарпатська,6.0,0.5,6.0,0.5,0.0,0.0,,,,,,
2014-10,Запорізька,55.0,3.1,29.0,1.6,13.0,0.7,,,,,,
2014-10,Івано-Франківська,20.0,1.5,9.0,0.7,6.0,0.4,,,,,,
2014-10,Київська,68.0,4.0,23.0,1.3,2.0,0.1,,,,,,
2014-10,Кіровоградська,51.0,5.2,11.0,1.1,11.0,1.1,,,,,,
2014-10,Луганська,25.0,1.1,9.0,0.4,9.0,0.4,,,,,,
2014-10,Львівська,57.0,2.3,9.0,0.4,21.0,0.8,,,,,,
2014-10,Миколаївська,77.0,6.6,17.0,1.5,7.0,0.6,,,,,,
2014-10,Одеська,287.0,12.0,108.0,4.5,9.0,0.4,,,,,,
2014-10,Полтавська,26.0,1.8,16.0,1.1,6.0,0.4,,,,,,
2014-10,Рівненська,21.0,1.8,0.0,0.0,1.0,0.1,,,,,,
2014-10,Сумська,12.0,1.1,8.0,0.7,0.0,0.0,,,,,,
2014-10,Тернопільська,9.0,0.8,6.0,0.6,0.0,0.0,,,,,,
2014-10,Харківська,52.0,1.9,7.0,0.3,0.0,0.0,,,,,,
2014-10,Херсонська,51.0,4.7,13.0,1.2,1.0,0.1,,,,,,
2014-10,Хмельницька,20.0,1.5,12.0,0.9,6.0,0.5,,,,,,
2014-10,Черкаська,39.0,3.1,17.0,1.3,6.0,0.5,,,,,,
2014-10,Чернівецька,8.0,0.9,3.0,0.3,3.0,0.3,,,,,,
2014-10,Чернігівська,61.0,5.7,27.0,2.5,2.0,0.2,,,,,,
2014-10,Київ,128.0,4.5,45.0,1.6,20.0,0.7,,,,,,
2014-11,Україна,1441.0,3.2,791.0,1.7,261.0,0.6,841.0,811.0,30.0,334.0,3.0,263.0
2014-11,Вінницька,31.0,1.9,16.0,1.0,2.0,0.1,,,,,,
2014-11,Волинська,21.0,2.0,9.0,0.9,3.0,0.3,,,,,,
2014-11,Дніпропетровська,227.0,6.9,172.0,5.2,72.0,2.2,,,,,,
2014-11,Донецька,223.0,5.1,121.0,2.8,61.0,1.4,,,,,,
2014-11,Житомирська,27.0,2.1,14.0,1.1,9.0,0.7,,,,,,
2014-11,Закарпатська,11.0,0.9,1.0,0.1,2.0,0.2,,,,,,
2014-11,Запорізька,53.0,3.0,33.0,1.9,6.0,0.3,,,,,,
2014-11,Івано-Франківська,13.0,0.9,5.0,0.4,5.0,0.4,,,,,,
2014-11,Київська,69.0,4.0,32.0,1.9,7.0,0.4,,,,,,
2014-11,Кіровоградська,44.0,4.5,14.0,1.4,9.0,0.9,,,,,,
2014-11,Луганська,29.0,1.3,11.0,0.5,6.0,0.3,,,,,,
2014-11,Львівська,28.0,1.1,14.0,0.6,5.0,0.2,,,,,,
2014-11,Миколаївська,58.0,5.0,69.0,5.9,5.0,0.4,,,,,,
2014-11,Одеська,166.0,7.0,98.0,4.1,11.0,0.5,,,,,,
2014-11,Полтавська,47.0,3.2,22.0,1.5,9.0,0.6,,,,,,
2014-11,Рівненська,14.0,1.2,7.0,0.6,1.0,0.1,,,,,,
2014-11,Сумська,25.0,2.2,10.0,0.9,0.0,0.0,,,,,,
2014-11,Тернопільська,8.0,0.7,3.0,0.3,1.0,0.1,,,,,,
2014-11,Харківська,40.0,1.5,19.0,0.7,0.0,0.0,,,,,,
2014-11,Херсонська,51.0,4.7,17.0,1.6,4.0,0.4,,,,,,
2014-11,Хмельницька,25.0,1.9,15.0,1.1,3.0,0.2,,,,,,
2014-11,Черкаська,53.0,4.2,27.0,2.1,5.0,0.4,,,,,,
2014-11,Чернівецька,11.0,1.2,0.0,0.0,0.0,0.0,,,,,,
2014-11,Чернігівська,46.0,4.3,23.0,2.2,13.0,1.2,,,,,,
2014-11,Київ,121.0,4.3,39.0,1.4,22.0,0.8,,,,,,
2014-12,Україна,1512.0,3.3,874.0,1.9,386.0,0.9,839.0,812.0,27.0,348.0,8.0,317.0
2014-12,Вінницька,59.0,3.7,28.0,1.7,12.0,0.7,,,,,,
2014-12,Волинська,39.0,3.8,22.0,2.1,12.0,1.2,,,,,,
2014-12,Дніпропетровська,188.0,5.7,207.0,6.3,162.0,4.9,,,,,,
2014-12,Донецька,157.0,3.6,103.0,2.4,20.0,0.5,,,,,,
2014-12,Житомирська,52.0,4.1,24.0,1.9,8.0,0.6,,,,,,
2014-12,Закарпатська,10.0,0.8,0.0,0.0,0.0,0.0,,,,,,
2014-12,Запорізька,69.0,3.9,44.0,2.5,8.0,0.4,,,,,,
2014-12,Івано-Франківська,24.0,1.7,13.0,0.9,6.0,0.4,,,,,,
2014-12,Київська,85.0,4.9,33.0,1.9,8.0,0.5,,,,,,
2014-12,Кіровоградська,32.0,3.2,21.0,2.1,22.0,2.2,,,,,,
2014-12,Луганська,31.0,1.4,17.0,0.8,5.0,0.2,,,,,,
2014-12,Львівська,80.0,3.2,27.0,1.1,18.0,0.7,,,,,,
2014-12,Миколаївська,41.0,3.5,30.0,2.6,10.0,0.9,,,,,,
2014-12,Одеська,224.0,9.4,126.0,5.3,37.0,1.6,,,,,,
2014-12,Полтавська,27.0,1.9,15.0,1.0,2.0,0.1,,,,,,
2014-12,Рівненська,33.0,2.9,9.0,0.8,0.0,0.0,,,,,,
2014-12,Сумська,23.0,2.0,14.0,1.2,4.0,0.4,,,,,,
2014-12,Тернопільська,18.0,1.7,9.0,0.8,9.0,0.8,,,,,,
2014-12,Харківська,44.0,1.6,14.0,0.5,10.0,0.4,,,,,,
2014-12,Херсонська,50.0,4.7,19.0,1.8,4.0,0.4,,,,,,
2014-12,Хмельницька,18.0,1.4,8.0,0.6,3.0,0.2,,,,,,
2014-12,Черкаська,62.0,4.9,12.0,1.0,6.0,0.5,,,,,,
2014-12,Чернівецька,7.0,0.8,5.0,0.6,0.0,0.0,,,,,,
2014-12,Чернігівська,41.0,3.9,26.0,2.4,7.0,0.7,,,,,,
2014-12,Київ,98.0,3.5,48.0,1.7,13.0,0.5,,,,,,
2015-01,Україна,954.0,2.2,510.0,1.2,186.0,0.4,543.0,512.0,31.0,194.0,5.0,212.0
2015-01,Вінницька,13.0,0.8,10.0,0.6,3.0,0.2,,,,,,
2015-01,Волинська,17.0,1.6,9.0,0.9,0.0,0.0,,,,,,
2015-01,Дніпропетровська,133.0,4.1,118.0,3.6,46.0,1.4,,,,,,
2015-01,Донецька,,,,,,,,,,,,
2015-01,Житомирська,34.0,2.7,14.0,1.1,3.0,0.2,,,,,,
2015-01,Закарпатська,6.0,0.5,3.0,0.2,1.0,0.1,,,,,,
2015-01,Запорізька,33.0,1.9,30.0,1.7,11.0,0.6,,,,,,
2015-01,Івано-Франківська,13.0,0.9,6.0,0.4,3.0,0.2,,,,,,
2015-01,Київська,89.0,5.2,34.0,2.0,18.0,1.0,,,,,,
2015-01,Кіровоградська,15.0,1.5,15.0,1.5,0.0,0.0,,,,,,
2015-01,Луганська,27.0,1.2,17.0,0.8,7.0,0.3,,,,,,
2015-01,Львівська,24.0,1.0,12.0,0.5,4.0,0.2,,,,,,
2015-01,Миколаївська,83.0,7.1,40.0,3.4,24.0,2.1,,,,,,
2015-01,Одеська,127.0,5.3,76.0,3.2,19.0,0.8,,,,,,
2015-01,Полтавська,27.0,1.9,21.0,1.5,9.0,0.6,,,,,,
