Date,Region,New_HIV_Cases,HIV_Rate,New_AIDS_Cases,AIDS_Rate,AIDS_Deaths,Death_Rate,Sexual_Transmission,Heterosexual,Homosexual,Parenteral_Transmission,Other_Transmission,Children_HIV+
2016-06,Чернівецька,5.0,0.6,2.0,0.2,0.0,0.0,,,,,,
2016-06,Чернігівська,34.0,3.2,7.0,0.7,7.0,0.7,,,,,,
2016-06,Київ,141.0,5.0,65.0,2.3,19.0,0.7,,,,,,
2016-07,Україна,1303.0,3.0,647.0,1.5,243.0,0.6,782.0,748.0,34.0,260.0,1.0,260.0
2016-07,Вінницька,28.0,1.7,14.0,0.9,5.0,0.3,,,,,,
2016-07,Волинська,17.0,1.6,10.0,1.0,6.0,0.6,,,,,,
2016-07,Дніпропетровська,171.0,5.2,101.0,3.1,51.0,1.6,,,,,,
2016-07,Донецька,124.0,2.9,98.0,2.3,38.0,0.9,,,,,,
2016-07,Житомирська,31.0,2.5,11.0,0.9,4.0,0.3,,,,,,
2016-07,Закарпатська,6.0,0.5,2.0,0.2,0.0,0.0,,,,,,
2016-07,Запорізька,73.0,4.1,42.0,2.4,14.0,0.8,,,,,,
2016-07,Івано-Франківська,10.0,0.7,5.0,0.4,3.0,0.2,,,,,,
2016-07,Київська,85.0,4.9,25.0,1.5,22.0,1.3,,,,,,
2016-07,Кіровоградська,38.0,3.9,13.0,1.3,13.0,1.3,,,,,,
2016-07,Луганська,29.0,1.3,8.0,0.4,2.0,0.1,,,,,,
2016-07,Львівська,51.0,2.0,17.0,0.7,5.0,0.2,,,,,,
2016-07,Миколаївська,101.0,8.7,40.0,3.4,10.0,0.9,,,,,,
2016-07,Одеська,153.0,6.4,118.0,4.9,22.0,0.9,,,,,,
2016-07,Полтавська,42.0,2.9,22.0,1.5,5.0,0.3,,,,,,
2016-07,Рівненська,23.0,2.0,8.0,0.7,2.0,0.2,,,,,,
2016-07,Сумська,4.0,0.4,8.0,0.7,1.0,0.1,,,,,,
2016-07,Тернопільська,11.0,1.0,6.0,0.6,2.0,0.2,,,,,,
2016-07,Харківська,33.0,1.2,11.0,0.4,0.0,0.0,,,,,,
2016-07,Херсонська,49.0,4.6,13.0,1.2,2.0,0.2,,,,,,
2016-07,Хмельницька,5.0,0.4,2.0,0.2,3.0,0.2,,,,,,
2016-07,Черкаська,47.0,3.8,19.0,1.5,7.0,0.6,,,,,,
2016-07,Чернівецька,6.0,0.7,1.0,0.1,0.0,0.0,,,,,,
2016-07,Чернігівська,36.0,3.4,11.0,1.1,10.0,1.0,,,,,,
2016-07,Київ,130.0,4.6,42.0,1.5,16.0,0.6,,,,,,
2016-08,Україна,1335.0,3.3,630.0,1.6,183.0,0.5,828.0,786.0,42.0,280.0,3.0,224.0
2016-08,Вінницька,3.0,0.2,3.0,0.2,0.0,0.0,,,,,,
2016-08,Волинська,10.0,1.0,3.0,0.3,6.0,0.6,,,,,,
2016-08,Дніпропетровська,241.0,7.4,159.0,4.9,56.0,1.7,,,,,,
2016-08,Донецька,151.0,7.7,67.0,3.4,17.0,0.9,,,,,,
2016-08,Житомирська,33.0,2.6,16.0,1.3,7.0,0.6,,,,,,
2016-08,Закарпатська,7.0,0.6,6.0,0.5,1.0,0.1,,,,,,
2016-08,Запорізька,49.0,2.8,27.0,1.5,7.0,0.4,,,,,,
2016-08,Івано-Франківська,7.0,0.5,3.0,0.2,1.0,0.1,,,,,,
2016-08,Київська,110.0,6.4,41.0,2.4,14.0,0.8,,,,,,
2016-08,Кіровоградська,41.0,4.2,9.0,0.9,5.0,0.5,,,,,,
2016-08,Луганська,23.0,1.0,11.0,0.5,6.0,0.3,,,,,,
2016-08,Львівська,24.0,1.0,7.0,0.3,3.0,0.1,,,,,,
2016-08,Миколаївська,102.0,8.8,46.0,4.0,3.0,0.3,,,,,,
2016-08,Одеська,165.0,6.9,94.0,3.9,13.0,0.5,,,,,,
2016-08,Полтавська,23.0,1.6,18.0,1.2,5.0,0.3,,,,,,
2016-08,Рівненська,15.0,1.3,5.0,0.4,2.0,0.2,,,,,,
2016-08,Сумська,17.0,1.5,6.0,0.5,4.0,0.4,,,,,,
2016-08,Тернопільська,10.0,0.9,3.0,0.3,0.0,0.0,,,,,,
2016-08,Харківська,36.0,1.3,12.0,0.4,2.0,0.1,,,,,,
2016-08,Херсонська,42.0,3.9,7.0,0.7,6.0,0.6,,,,,,
2016-08,Хмельницька,13.0,1.0,7.0,0.5,3.0,0.2,,,,,,
2016-08,Черкаська,36.0,2.9,14.0,1.1,2.0,0.2,,,,,,
2016-08,Чернівецька,11.0,1.2,6.0,0.7,2.0,0.2,,,,,,
2016-08,Чернігівська,51.0,4.9,22.0,2.1,5.0,0.5,,,,,,
2016-08,Київ,115.0,4.0,38.0,1.3,13.0,0.5,,,,,,
2016-09,Україна,1546.0,3.8,751.0,1.9,244.0,0.6,944.0,898.0,46.0,331.0,2.0,269.0
2016-09,Вінницька,47.0,2.9,18.0,1.1,6.0,0.4,,,,,,
2016-09,Волинська,26.0,2.5,16.0,1.5,7.0,0.7,,,,,,
2016-09,Дніпропетровська,302.0,9.2,177.0,5.4,77.0,2.4,,,,,,
2016-09,Донецька,104.0,5.3,45.0,2.3,17.0,0.9,,,,,,
2016-09,Житомирська,49.0,3.9,18.0,1.4,7.0,0.6,,,,,,
2016-09,Закарпатська,7.0,0.6,7.0,0.6,0.0,0.0,,,,,,
2016-09,Запорізька,50.0,2.8,36.0,2.0,12.0,0.7,,,,,,
2016-09,Івано-Франківська,16.0,1.2,0.0,0.0,6.0,0.4,,,,,,
2016-09,Київська,122.0,7.1,77.0,4.5,7.0,0.4,,,,,,
2016-09,Кіровоградська,29.0,3.0,9.0,0.9,6.0,0.6,,,,,,
2016-09,Луганська,22.0,1.0,7.0,0.3,2.0,0.1,,,,,,
2016-09,Львівська,41.0,1.6,11.0,0.4,8.0,0.3,,,,,,
2016-09,Миколаївська,58.0,5.0,32.0,2.8,7.0,0.6,,,,,,
2016-09,Одеська,163.0,6.8,106.0,4.4,19.0,0.8,,,,,,
2016-09,Полтавська,32.0,2.2,13.0,0.9,7.0,0.5,,,,,,
2016-09,Рівненська,27.0,2.3,9.0,0.8,1.0,0.1,,,,,,
2016-09,Сумська,16.0,1.4,5.0,0.4,0.0,0.0,,,,,,
2016-09,Тернопільська,16.0,1.5,6.0,0.6,1.0,0.1,,,,,,
2016-09,Харківська,73.0,2.7,29.0,1.1,14.0,0.5,,,,,,
2016-09,Херсонська,51.0,4.8,16.0,1.5,6.0,0.6,,,,,,
2016-09,Хмельницька,38.0,2.9,22.0,1.7,5.0,0.4,,,,,,
2016-09,Черкаська,47.0,3.8,16.0,1.3,4.0,0.3,,,,,,
2016-09,Чернівецька,15.0,1.7,6.0,0.7,2.0,0.2,,,,,,
2016-09,Чернігівська,41.0,3.9,22.0,2.1,5.0,0.5,,,,,,
2016-09,Київ,154.0,5.4,48.0,1.7,18.0,0.6,,,,,,
2016-10,Україна,1586.0,3.7,738.0,1.7,262.0,0.6,1052.0,1014.0,38.0,306.0,1.0,227.0
2016-10,Вінницька,29.0,1.8,17.0,1.1,8.0,0.5,,,,,,
2016-10,Волинська,17.0,1.6,7.0,0.7,4.0,0.4,,,,,,
2016-10,Дніпропетровська,423.0,13.0,210.0,6.5,73.0,2.2,,,,,,
2016-10,Донецька,109.0,2.6,76.0,1.8,25.0,0.6,,,,,,
2016-10,Житомирська,38.0,3.1,19.0,1.5,6.0,0.5,,,,,,
2016-10,Закарпатська,9.0,0.7,5.0,0.4,1.0,0.1,,,,,,
2016-10,Запорізька,56.0,3.2,31.0,1.8,12.0,0.7,,,,,,
2016-10,Івано-Франківська,7.0,0.5,7.0,0.5,6.0,0.4,,,,,,
2016-10,Київська,79.0,4.6,23.0,1.3,10.0,0.6,,,,,,
2016-10,Кіровоградська,29.0,3.0,12.0,1.2,5.0,0.5,,,,,,
2016-10,Луганська,34.0,1.5,11.0,0.5,3.0,0.1,,,,,,
2016-10,Львівська,37.0,1.5,17.0,0.7,9.0,0.4,,,,,,
2016-10,Миколаївська,101.0,8.7,23.0,2.0,6.0,0.5,,,,,,
2016-10,Одеська,228.0,9.5,113.0,4.7,36.0,1.5,,,,,,
2016-10,Полтавська,39.0,2.7,20.0,1.4,8.0,0.6,,,,,,
2016-10,Рівненська,25.0,2.2,11.0,0.9,1.0,0.1,,,,,,
2016-10,Сумська,15.0,1.4,7.0,0.6,3.0,0.3,,,,,,
2016-10,Тернопільська,8.0,0.8,3.0,0.3,0.0,0.0,,,,,,
2016-10,Харківська,53.0,2.0,15.0,0.6,1.0,0.0,,,,,,
2016-10,Херсонська,34.0,3.2,14.0,1.3,5.0,0.5,,,,,,
2016-10,Хмельницька,18.0,1.4,11.0,0.9,6.0,0.5,,,,,,
2016-10,Черкаська,39.0,3.1,25.0,2.0,11.0,0.9,,,,,,
2016-10,Чернівецька,7.0,0.8,1.0,0.1,1.0,0.1,,,,,,
2016-10,Чернігівська,28.0,2.7,19.0,1.8,6.0,0.6,,,,,,
2016-10,Київ,124.0,4.3,41.0,1.4,16.0,0.6,,,,,,
2016-11,Україна,1864.0,4.4,971.0,2.3,299.0,0.7,1203.0,1161.0,42.0,419.0,2.0,240.0
2016-11,Вінницька,17.0,1.1,17.0,1.1,4.0,0.3,,,,,,
2016-11,Волинська,26.0,2.5,9.0,0.9,1.0,0.1,,,,,,
2016-11,Дніпропетровська,409.0,12.6,234.0,7.2,101.0,3.1,,,,,,
2016-11,Донецька,137.0,3.2,82.0,1.9,31.0,0.7,,,,,,
2016-11,Житомирська,38.0,3.1,17.0,1.4,5.0,0.4,,,,,,
2016-11,Закарпатська,5.0,0.4,0.0,0.0,0.0,0.0,,,,,,
2016-11,Запорізька,84.0,4.8,45.0,2.6,8.0,0.5,,,,,,
2016-11,Івано-Франківська,9.0,0.7,6.0,0.4,1.0,0.1,,,,,,
2016-11,Київська,94.0,5.4,69.0,4.0,9.0,0.5,,,,,,
2016-11,Кіровоградська,57.0,5.9,18.0,1.9,11.0,1.1,,,,,,
2016-11,Луганська,26.0,1.2,10.0,0.5,4.0,0.2,,,,,,
2016-11,Львівська,46.0,1.8,21.0,0.8,2.0,0.1,,,,,,
2016-11,Миколаївська,132.0,11.4,70.0,6.1,12.0,1.0,,,,,,
2016-11,Одеська,310.0,13.0,195.0,8.2,52.0,2.2,,,,,,
2016-11,Полтавська,34.0,2.4,18.0,1.3,6.0,0.4,,,,,,
2016-11,Рівненська,27.0,2.3,14.0,1.2,4.0,0.3,,,,,,
2016-11,Сумська,23.0,2.1,11.0,1.0,1.0,0.1,,,,,,
2016-11,Тернопільська,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2016-11,Харківська,59.0,2.2,21.0,0.8,2.0,0.1,,,,,,
2016-11,Херсонська,50.0,4.7,25.0,2.4,8.0,0.8,,,,,,
2016-11,Хмельницька,17.0,1.3,16.0,1.2,5.0,0.4,,,,,,
2016-11,Черкаська,51.0,4.1,21.0,1.7,6.0,0.5,,,,,,
2016-11,Чернівецька,7.0,0.8,1.0,0.1,1.0,0.1,,,,,,
2016-11,Чернігівська,46.0,4.4,16.0,1.5,7.0,0.7,,,,,,
2016-11,Київ,160.0,5.5,35.0,1.2,18.0,0.6,,,,,,
2016-12,Україна,1819.0,4.3,1082.0,2.5,591.0,1.4,1142.0,1102.0,40.0,446.0,1.0,230.0
2016-12,Вінницька,110.0,6.9,58.0,3.6,16.0,1.0,,,,,,
2016-12,Волинська,27.0,2.6,19.0,1.8,7.0,0.7,,,,,,
2016-12,Дніпропетровська,347.0,10.7,259.0,8.0,187.0,5.8,,,,,,
2016-12,Донецька,78.0,1.8,140.0,3.3,37.0,0.9,,,,,,
2016-12,Житомирська,46.0,3.7,18.0,1.4,14.0,1.1,,,,,,
2016-12,Закарпатська,20.0,1.6,6.0,0.5,0.0,0.0,,,,,,
2016-12,Запорізька,62.0,3.5,40.0,2.3,22.0,1.3,,,,,,
2016-12,Івано-Франківська,21.0,1.5,2.0,0.1,4.0,0.3,,,,,,
2016-12,Київська,103.0,5.9,39.0,2.3,7.0,0.4,,,,,,
2016-12,Кіровоградська,47.0,4.8,24.0,2.5,14.0,1.4,,,,,,
2016-12,Луганська,20.0,0.9,15.0,0.7,4.0,0.2,,,,,,
2016-12,Львівська,75.0,3.0,18.0,0.7,8.0,0.3,,,,,,
2016-12,Миколаївська,56.0,4.8,26.0,2.3,28.0,2.4,,,,,,
2016-12,Одеська,186.0,7.8,135.0,5.7,102.0,4.3,,,,,,
2016-12,Полтавська,37.0,2.6,13.0,0.9,7.0,0.5,,,,,,
2016-12,Рівненська,28.0,2.4,9.0,0.8,4.0,0.3,,,,,,
2016-12,Сумська,46.0,4.1,25.0,2.3,8.0,0.7,,,,,,
2016-12,Тернопільська,26.0,2.4,5.0,0.5,6.0,0.6,,,,,,
2016-12,Харківська,64.0,2.4,23.0,0.8,19.0,0.7,,,,,,
2016-12,Херсонська,77.0,7.3,56.0,5.3,21.0,2.0,,,,,,
2016-12,Хмельницька,37.0,2.9,19.0,1.5,4.0,0.3,,,,,,
2016-12,Черкаська,60.0,4.8,15.0,1.2,10.0,0.8,,,,,,
2016-12,Чернівецька,5.0,0.5,5.0,0.5,3.0,0.3,,,,,,
2016-12,Чернігівська,56.0,5.4,36.0,3.5,17.0,1.6,,,,,,
2016-12,Київ,185.0,6.4,77.0,2.6,42.0,1.4,,,,,,
2017-01,Україна,1361.0,3.2,765.0,1.8,269.0,0.6,840.0,815.0,25.0,299.0,1.0,221.0
2017-01,Вінницька,6.0,0.4,5.0,0.3,1.0,0.1,,,,,,
2017-01,Волинська,18.0,1.7,10.0,1.0,3.0,0.3,,,,,,
2017-01,Дніпропетровська,322.0,9.9,214.0,6.6,80.0,2.5,,,,,,
2017-01,Донецька,151.0,3.5,112.0,2.6,29.0,0.7,,,,,,
2017-01,Житомирська,40.0,3.2,20.0,1.6,9.0,0.7,,,,,,
2017-01,Закарпатська,10.0,0.8,8.0,0.6,3.0,0.2,,,,,,
2017-01,Запорізька,39.0,2.2,30.0,1.7,13.0,0.7,,,,,,
2017-01,Івано-Франківська,9.0,0.7,3.0,0.2,3.0,0.2,,,,,,
2017-01,Київська,56.0,3.2,23.0,1.3,16.0,0.9,,,,,,
2017-01,Кіровоградська,32.0,3.3,21.0,2.2,6.0,0.6,,,,,,
2017-01,Луганська,13.0,0.6,8.0,0.4,5.0,0.2,,,,,,
2017-01,Львівська,44.0,1.7,29.0,1.1,11.0,0.4,,,,,,
2017-01,Миколаївська,59.0,5.1,28.0,2.4,20.0,1.7,,,,,,
2017-01,Одеська,182.0,7.6,109.0,4.6,17.0,0.7,,,,,,
2017-01,Полтавська,32.0,2.2,15.0,1.0,8.0,0.6,,,,,,
2017-01,Рівненська,22.0,1.9,5.0,0.4,0.0,0.0,,,,,,
2017-01,Сумська,8.0,0.7,1.0,0.1,0.0,0.0,,,,,,
2017-01,Тернопільська,9.0,0.8,3.0,0.3,2.0,0.2,,,,,,
2017-01,Харківська,55.0,2.0,20.0,0.7,0.0,0.0,,,,,,
2017-01,Херсонська,35.0,3.3,14.0,1.3,4.0,0.4,,,,,,
2017-01,Хмельницька,14.0,1.1,6.0,0.5,4.0,0.3,,,,,,
2017-01,Черкаська,42.0,3.4,21.0,1.7,4.0,0.3,,,,,,
2017-01,Чернівецька,5.0,0.5,2.0,0.2,2.0,0.2,,,,,,
2017-01,Чернігівська,33.0,3.2,19.0,1.8,7.0,0.7,,,,,,
2017-01,Київ,125.0,4.3,39.0,1.3,22.0,0.8,,,,,,
2017-02,Україна,1668.0,3.9,831.0,1.9,261.0,0.6,1049.0,1005.0,44.0,364.0,0.0,255.0
2017-02,Вінницька,27.0,1.7,9.0,0.6,0.0,0.0,,,,,,
2017-02,Волинська,28.0,2.7,17.0,1.6,10.0,1.0,,,,,,
2017-02,Дніпропетровська,341.0,10.5,204.0,6.3,89.0,2.7,,,,,,
2017-02,Донецька,116.0,2.7,72.0,1.7,26.0,0.6,,,,,,
2017-02,Житомирська,42.0,3.4,10.0,0.8,5.0,0.4,,,,,,
2017-02,Закарпатська,7.0,0.6,1.0,0.1,1.0,0.1,,,,,,
2017-02,Запорізька,74.0,4.2,38.0,2.2,7.0,0.4,,,,,,
2017-02,Івано-Франківська,12.0,0.9,3.0,0.2,4.0,0.3,,,,,,
2017-02,Київська,78.0,4.5,45.0,2.6,8.0,0.5,,,,,,
2017-02,Кіровоградська,66.0,6.8,24.0,2.5,13.0,1.3,,,,,,
2017-02,Луганська,26.0,1.2,10.0,0.5,6.0,0.3,,,,,,
2017-02,Львівська,49.0,1.9,27.0,1.1,10.0,0.4,,,,,,
2017-02,Миколаївська,113.0,9.8,27.0,2.3,5.0,0.4,,,,,,
2017-02,Одеська,181.0,7.6,114.0,4.8,29.0,1.2,,,,,,
2017-02,Полтавська,43.0,3.0,20.0,1.4,2.0,0.1,,,,,,
2017-02,Рівненська,24.0,2.1,9.0,0.8,4.0,0.3,,,,,,
2017-02,Сумська,24.0,2.2,16.0,1.4,4.0,0.4,,,,,,
2017-02,Тернопільська,8.0,0.8,3.0,0.3,0.0,0.0,,,,,,
2017-02,Харківська,43.0,1.6,19.0,0.7,1.0,0.0,,,,,,
2017-02,Херсонська,69.0,6.5,41.0,3.9,7.0,0.7,,,,,,
2017-02,Хмельницька,20.0,1.5,12.0,0.9,4.0,0.3,,,,,,
2017-02,Черкаська,39.0,3.1,27.0,2.2,6.0,0.5,,,,,,
2017-02,Чернівецька,10.0,1.1,4.0,0.4,2.0,0.2,,,,,,
2017-02,Чернігівська,57.0,5.5,21.0,2.0,1.0,0.1,,,,,,
2017-02,Київ,171.0,5.9,58.0,2.0,17.0,0.6,,,,,,
2017-03,Україна,1699.0,4.0,873.0,2.1,262.0,0.6,1128.0,1071.0,57.0,340.0,2.0,229.0
2017-03,Вінницька,29.0,1.8,23.0,1.4,1.0,0.1,,,,,,
2017-03,Волинська,38.0,3.7,16.0,1.5,3.0,0.3,,,,,,
2017-03,Дніпропетровська,331.0,10.3,239.0,7.4,75.0,2.3,,,,,,
2017-03,Донецька,103.0,2.4,77.0,1.8,29.0,0.7,,,,,,
2017-03,Житомирська,54.0,4.4,24.0,1.9,7.0,0.6,,,,,,
2017-03,Закарпатська,11.0,0.9,2.0,0.2,1.0,0.1,,,,,,
2017-03,Запорізька,57.0,3.3,38.0,2.2,6.0,0.3,,,,,,
2017-03,Івано-Франківська,23.0,1.7,16.0,1.2,1.0,0.1,,,,,,
2017-03,Київська,106.0,6.1,19.0,1.1,6.0,0.3,,,,,,
2017-03,Кіровоградська,49.0,5.1,27.0,2.8,8.0,0.8,,,,,,
2017-03,Луганська,37.0,1.7,15.0,0.7,0.0,0.0,,,,,,
2017-03,Львівська,35.0,1.4,19.0,0.7,5.0,0.2,,,,,,
2017-03,Миколаївська,84.0,7.3,45.0,3.9,17.0,1.5,,,,,,
2017-03,Одеська,243.0,10.2,126.0,5.3,28.0,1.2,,,,,,
2017-03,Полтавська,44.0,3.1,16.0,1.1,6.0,0.4,,,,,,
2017-03,Рівненська,18.0,1.5,8.0,0.7,0.0,0.0,,,,,,
2017-03,Сумська,14.0,1.3,8.0,0.7,3.0,0.3,,,,,,
2017-03,Тернопільська,5.0,0.5,2.0,0.2,1.0,0.1,,,,,,
2017-03,Харківська,50.0,1.9,26.0,1.0,21.0,0.8,,,,,,
2017-03,Херсонська,55.0,5.2,20.0,1.9,9.0,0.9,,,,,,
2017-03,Хмельницька,17.0,1.3,7.0,0.5,2.0,0.2,,,,,,
2017-03,Черкаська,50.0,4.1,24.0,2.0,7.0,0.6,,,,,,
2017-03,Чернівецька,4.0,0.4,0.0,0.0,0.0,0.0,,,,,,
2017-03,Чернігівська,61.0,5.9,22.0,2.1,4.0,0.4,,,,,,
2017-03,Київ,181.0,6.2,54.0,1.8,22.0,0.8,,,,,,
2017-04,Україна,1321.0,3.1,797.0,1.9,230.0,0.5,886.0,849.0,37.0,265.0,3.0,167.0
2017-04,Вінницька,23.0,1.4,16.0,1.0,2.0,0.1,,,,,,
2017-04,Волинська,23.0,2.2,10.0,1.0,6.0,0.6,,,,,,
2017-04,Дніпропетровська,229.0,7.1,168.0,5.2,52.0,1.6,,,,,,
2017-04,Донецька,118.0,2.8,88.0,2.1,18.0,0.4,,,,,,
2017-04,Житомирська,39.0,3.1,17.0,1.4,4.0,0.3,,,,,,
2017-04,Закарпатська,7.0,0.6,4.0,0.3,1.0,0.1,,,,,,
2017-04,Запорізька,49.0,2.8,42.0,2.4,9.0,0.5,,,,,,
2017-04,Івано-Франківська,17.0,1.2,9.0,0.7,3.0,0.2,,,,,,
2017-04,Київська,80.0,4.6,51.0,2.9,15.0,0.9,,,,,,
2017-04,Кіровоградська,57.0,5.9,21.0,2.2,5.0,0.5,,,,,,
2017-04,Луганська,17.0,0.8,11.0,0.5,5.0,0.2,,,,,,
2017-04,Львівська,37.0,1.5,21.0,0.8,8.0,0.3,,,,,,
2017-04,Миколаївська,75.0,6.5,41.0,3.6,9.0,0.8,,,,,,
2017-04,Одеська,190.0,8.0,137.0,5.7,20.0,0.8,,,,,,
2017-04,Полтавська,23.0,1.6,13.0,0.9,11.0,0.8,,,,,,
2017-04,Рівненська,12.0,1.0,1.0,0.1,2.0,0.2,,,,,,
2017-04,Сумська,9.0,0.8,6.0,0.5,2.0,0.2,,,,,,
2017-04,Тернопільська,8.0,0.8,3.0,0.3,3.0,0.3,,,,,,
2017-04,Харківська,43.0,1.6,14.0,0.5,8.0,0.3,,,,,,
2017-04,Херсонська,49.0,4.6,25.0,2.4,6.0,0.6,,,,,,
2017-04,Хмельницька,15.0,1.2,13.0,1.0,9.0,0.7,,,,,,
2017-04,Черкаська,42.0,3.4,23.0,1.9,5.0,0.4,,,,,,
2017-04,Чернівецька,5.0,0.6,1.0,0.1,0.0,0.0,,,,,,
2017-04,Чернігівська,28.0,2.7,12.0,1.2,1.0,0.1,,,,,,
2017-04,Київ,126.0,4.3,50.0,1.7,26.0,0.9,,,,,,
2017-05,Україна,1441.0,3.4,748.0,1.8,255.0,0.6,868.0,828.0,40.0,362.0,0.0,211.0
2017-05,Вінницька,11.0,0.7,11.0,0.7,3.0,0.2,,,,,,
2017-05,Волинська,27.0,2.6,9.0,0.9,2.0,0.2,,,,,,
2017-05,Дніпропетровська,278.0,8.6,170.0,5.3,78.0,2.4,,,,,,
2017-05,Донецька,94.0,2.2,75.0,1.8,17.0,0.4,,,,,,
2017-05,Житомирська,39.0,3.1,23.0,1.9,2.0,0.2,,,,,,
2017-05,Закарпатська,10.0,0.8,6.0,0.5,3.0,0.2,,,,,,
2017-05,Запорізька,64.0,3.7,49.0,2.8,20.0,1.2,,,,,,
2017-05,Івано-Франківська,15.0,1.1,10.0,0.7,3.0,0.2,,,,,,
2017-05,Київська,84.0,4.8,24.0,1.4,20.0,1.2,,,,,,
2017-05,Кіровоградська,51.0,5.3,16.0,1.7,3.0,0.3,,,,,,
2017-05,Луганська,15.0,0.7,5.0,0.2,4.0,0.2,,,,,,
2017-05,Львівська,41.0,1.6,26.0,1.0,14.0,0.6,,,,,,
2017-05,Миколаївська,68.0,5.9,31.0,2.7,10.0,0.9,,,,,,
2017-05,Одеська,185.0,7.8,121.0,5.1,23.0,1.0,,,,,,
2017-05,Полтавська,22.0,1.5,10.0,0.7,9.0,0.6,,,,,,
2017-05,Рівненська,16.0,1.4,6.0,0.5,0.0,0.0,,,,,,
2017-05,Сумська,26.0,2.4,14.0,1.3,6.0,0.5,,,,,,
2017-05,Тернопільська,2.0,0.2,1.0,0.1,0.0,0.0,,,,,,
2017-05,Харківська,59.0,2.2,15.0,0.6,1.0,0.0,,,,,,
2017-05,Херсонська,48.0,4.6,20.0,1.9,1.0,0.1,,,,,,
2017-05,Хмельницька,21.0,1.6,7.0,0.5,3.0,0.2,,,,,,
2017-05,Черкаська,51.0,4.1,30.0,2.4,8.0,0.7,,,,,,
2017-05,Чернівецька,7.0,0.8,1.0,0.1,1.0,0.1,,,,,,
2017-05,Чернігівська,41.0,4.0,20.0,1.9,8.0,0.8,,,,,,
2017-05,Київ,166.0,5.7,48.0,1.6,16.0,0.5,,,,,,
2017-06,Україна,1382.0,3.2,667.0,1.6,219.0,0.5,882.0,845.0,37.0,322.0,1.0,177.0
2017-06,Вінницька,43.0,2.7,19.0,1.2,4.0,0.3,,,,,,
2017-06,Волинська,12.0,1.2,8.0,0.8,6.0,0.6,,,,,,
2017-06,Дніпропетровська,299.0,9.3,146.0,4.5,36.0,1.1,,,,,,
2017-06,Донецька,134.0,3.2,91.0,2.1,38.0,0.9,,,,,,
2017-06,Житомирська,29.0,2.3,14.0,1.1,8.0,0.6,,,,,,
2017-06,Закарпатська,12.0,1.0,4.0,0.3,3.0,0.2,,,,,,
2017-06,Запорізька,47.0,2.7,26.0,1.5,11.0,0.6,,,,,,
2017-06,Івано-Франківська,18.0,1.3,6.0,0.4,2.0,0.1,,,,,,
2017-06,Київська,57.0,3.3,21.0,1.2,14.0,0.8,,,,,,
2017-06,Кіровоградська,30.0,3.1,9.0,0.9,2.0,0.2,,,,,,
2017-06,Луганська,22.0,1.0,11.0,0.5,3.0,0.1,,,,,,
2017-06,Львівська,27.0,1.1,18.0,0.7,2.0,0.1,,,,,,
2017-06,Миколаївська,52.0,4.5,11.0,1.0,3.0,0.3,,,,,,
2017-06,Одеська,163.0,6.8,114.0,4.8,23.0,1.0,,,,,,
2017-06,Полтавська,36.0,2.5,21.0,1.5,8.0,0.6,,,,,,
2017-06,Рівненська,19.0,1.6,8.0,0.7,1.0,0.1,,,,,,
2017-06,Сумська,18.0,1.6,10.0,0.9,1.0,0.1,,,,,,
2017-06,Тернопільська,6.0,0.6,2.0,0.2,1.0,0.1,,,,,,
2017-06,Харківська,64.0,2.4,21.0,0.8,13.0,0.5,,,,,,
2017-06,Херсонська,57.0,5.4,26.0,2.5,8.0,0.8,,,,,,
2017-06,Хмельницька,27.0,2.1,16.0,1.2,4.0,0.3,,,,,,
2017-06,Черкаська,28.0,2.3,15.0,1.2,3.0,0.2,,,,,,
2017-06,Чернівецька,6.0,0.7,2.0,0.2,1.0,0.1,,,,,,
2017-06,Чернігівська,55.0,5.3,22.0,2.1,8.0,0.8,,,,,,
2017-06,Київ,121.0,4.1,26.0,0.9,16.0,0.5,,,,,,
2017-07,Україна,1581.0,3.7,783.0,1.8,247.0,0.6,1003.0,963.0,40.0,310.0,3.0,265.0
2017-07,Вінницька,19.0,1.2,4.0,0.3,1.0,0.1,,,,,,
2017-07,Волинська,23.0,2.2,18.0,1.7,7.0,0.7,,,,,,
2017-07,Дніпропетровська,275.0,8.5,168.0,5.2,76.0,2.3,,,,,,
2017-07,Донецька,113.0,2.7,84.0,2.0,28.0,0.7,,,,,,
2017-07,Житомирська,35.0,2.8,16.0,1.3,4.0,0.3,,,,,,
2017-07,Закарпатська,6.0,0.5,3.0,0.2,1.0,0.1,,,,,,
2017-07,Запорізька,45.0,2.6,34.0,2.0,10.0,0.6,,,,,,
2017-07,Івано-Франківська,16.0,1.2,4.0,0.3,4.0,0.3,,,,,,
2017-07,Київська,114.0,6.6,32.0,1.8,13.0,0.7,,,,,,
2017-07,Кіровоградська,50.0,5.2,19.0,2.0,10.0,1.0,,,,,,
2017-07,Луганська,25.0,1.1,8.0,0.4,4.0,0.2,,,,,,
2017-07,Львівська,37.0,1.5,19.0,0.8,4.0,0.2,,,,,,
2017-07,Миколаївська,107.0,9.3,36.0,3.1,7.0,0.6,,,,,,
2017-07,Одеська,258.0,10.8,136.0,5.7,24.0,1.0,,,,,,
2017-07,Полтавська,37.0,2.6,21.0,1.5,8.0,0.6,,,,,,
2017-07,Рівненська,12.0,1.0,5.0,0.4,0.0,0.0,,,,,,
